,created_at,favorite_count,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,full_text,cleaned_text,stemmed_text,tokenized_text
2376,Sun Mar 09 10:36:47 +0000 2025,8,aparatur_spill,in,Wakanda Barat Laut,0,1,1,@aparatur_spill Habis itu para pi in ice itu dihujat lagi karena bikin kegiatan di hotel. Terus habis itu disuruh efisiensi lagi lalu siklusnya berulang terus ,habis pi in ice dihujat bikin kegiatan hotel habis disuruh efisiensi siklusnya berulang,habis pi in ice hujat bikin giat hotel habis suruh efisiensi siklus ulang,"['habis', 'pi', 'in', 'ice', 'hujat', 'bikin', 'giat', 'hotel', 'habis', 'suruh', 'efisiensi', 'siklus', 'ulang']"
2377,Sun Mar 09 10:35:13 +0000 2025,0,alineajati,in,,0,1,0,@alineajati Me as math stud berasa digaslight selama ini yg aku pelajari salah oh noo (crying in efisiensi),me as math stud berasa digaslight yg pelajari salah oh noo crying in efisiensi,me as math stud asa digaslight yg ajar salah oh noo crying in efisiensi,"['me', 'as', 'math', 'stud', 'asa', 'digaslight', 'yg', 'ajar', 'salah', 'oh', 'noo', 'crying', 'in', 'efisiensi']"
2378,Sun Mar 09 10:35:07 +0000 2025,1,Pe_Enestee,in,,0,0,0,@Pe_Enestee @Gerindra @prabowo @bang_dasco @andre_rosiade @KSPgoid 84 81 BUKAN .......!!!!!!! KATA NYA EFISIENSI ANGGARAN https://t.co/FlKNlVNgZ7,nya efisiensi anggaran,nya efisiensi anggar,"['nya', 'efisiensi', 'anggar']"
2379,Sun Mar 09 10:34:13 +0000 2025,0,idextratime,in,Bekasi - Jakarta,0,0,0,@idextratime Kak Australia sama Kak Bahrain kalo mau kalah WO masih ada kesempatan yaa tinggal kirim email ke AFC cc: PSSI Biar kita ga ribet-ribet keluarin uang buat wara-wiri atau siapin takjil buat pemain Bahrain di GBK. Lagi efisiensi anggaran nih kak,kak australia kak bahrain kalo kalah wo kesempatan yaa tinggal kirim email afc cc pssi biar ga ribetribet keluarin uang warawiri siapin takjil pemain bahrain gbk efisiensi anggaran nih kak,kak australia kak bahrain kalo kalah wo sempat yaa tinggal kirim email afc cc pssi biar ga ribetribet keluarin uang warawiri siapin takjil main bahrain gbk efisiensi anggar nih kak,"['kak', 'australia', 'kak', 'bahrain', 'kalo', 'kalah', 'wo', 'sempat', 'yaa', 'tinggal', 'kirim', 'email', 'afc', 'cc', 'pssi', 'biar', 'ga', 'ribetribet', 'keluarin', 'uang', 'warawiri', 'siapin', 'takjil', 'main', 'bahrain', 'gbk', 'efisiensi', 'anggar', 'nih', 'kak']"
2380,Sun Mar 09 10:33:54 +0000 2025,1,DoankWarto,in,"Jambi, Indonesia",0,0,0,@DoankWarto Efisiensi cuma omon2 doang ya gak min @Gerindra,efisiensi omon doang ya gak min,efisiensi omon doang ya gak min,"['efisiensi', 'omon', 'doang', 'ya', 'gak', 'min']"
2381,Sun Mar 09 10:33:53 +0000 2025,1,MarahIchsan,in,,0,1,0,@MarahIchsan KATA NYA EFISIENSI ANGGARAN 4N ZIN6 BUKAN ......!!!!! https://t.co/kJgCIB7hFn,nya efisiensi anggaran n zin,nya efisiensi anggar n zin,"['nya', 'efisiensi', 'anggar', 'n', 'zin']"
2382,Sun Mar 09 10:33:29 +0000 2025,8,BudiBukanIntel,in,Anywhere else ,0,0,0,@BudiBukanIntel Sebagai expert bikin kelas khusus intel lah Om lulusan Langley yang kena efisiensi bisa kali,expert bikin kelas khusus intel om lulusan langley kena efisiensi kali,expert bikin kelas khusus intel om lulus langley kena efisiensi kali,"['expert', 'bikin', 'kelas', 'khusus', 'intel', 'om', 'lulus', 'langley', 'kena', 'efisiensi', 'kali']"
2383,Sun Mar 09 10:33:17 +0000 2025,2,NHenryp29864,in,,1,0,2,@NHenryp29864 84 81 BUKAN .....!!!!!!! KATA NYA EFISIENSI ANGGARAN https://t.co/IvO0tnyDUe,nya efisiensi anggaran,nya efisiensi anggar,"['nya', 'efisiensi', 'anggar']"
2384,Sun Mar 09 10:31:37 +0000 2025,22,kaiashere,in,"Jakarta, Indonesia",0,0,0,@kaiashere Ini dimatiin kayaknya bukan karena efisiensi deh tapi biar bahlil gabisa nyontek disertasi disitu,dimatiin kayaknya efisiensi deh biar bahlil gabisa nyontek disertasi disitu,dimatiin kayak efisiensi deh biar bahlil gabisa nyontek disertasi situ,"['dimatiin', 'kayak', 'efisiensi', 'deh', 'biar', 'bahlil', 'gabisa', 'nyontek', 'disertasi', 'situ']"
2385,Sun Mar 09 10:31:17 +0000 2025,1,AgusMagelangan,in,,0,0,0,@AgusMagelangan Negara gak punya duit tapi bukannya ngambil duit koruptor karena emang pantas tapi malah efisiensi anggaran dan foya-foya laknatullah! #AdiliJokowi #IndonesiaGelapJilid2,negara gak duit ngambil duit koruptor emang efisiensi anggaran foyafoya laknatullah,negara gak duit ngambil duit koruptor emang efisiensi anggar foyafoya laknatullah,"['negara', 'gak', 'duit', 'ngambil', 'duit', 'koruptor', 'emang', 'efisiensi', 'anggar', 'foyafoya', 'laknatullah']"
2386,Sun Mar 09 10:30:59 +0000 2025,1,TOPssst,in,,0,0,0,@TOPssst @RajaJuliAntoni EFISIENSI ANGGARAN 4N ZIN6 BUKAN .......!!!!!!! https://t.co/OxYjvWZlFz,efisiensi anggaran n zin,efisiensi anggar n zin,"['efisiensi', 'anggar', 'n', 'zin']"
2387,Sun Mar 09 10:30:45 +0000 2025,0,,in,,0,0,0,Kasus ini menimbulkan kekhawatiran tentang nepotisme dan efisiensi anggaran di sektor kehutanan. Publik berhak meminta transparansi dan akuntabilitas agar kepercayaan terhadap kebijakan pemerintah tetap terjaga.,menimbulkan kekhawatiran nepotisme efisiensi anggaran sektor kehutanan publik berhak transparansi akuntabilitas kepercayaan kebijakan pemerintah terjaga,timbul khawatir nepotisme efisiensi anggar sektor hutan publik hak transparansi akuntabilitas percaya bijak perintah jaga,"['timbul', 'khawatir', 'nepotisme', 'efisiensi', 'anggar', 'sektor', 'hutan', 'publik', 'hak', 'transparansi', 'akuntabilitas', 'percaya', 'bijak', 'perintah', 'jaga']"
2388,Sun Mar 09 10:29:27 +0000 2025,0,txtdrbekasi,in,,0,0,0,@txtdrbekasi Baca2 replynya kok lebih lambat penanganannya dibanding 2020? Jangan2 krn efek efisiensi APBN ,baca replynya lambat penanganannya dibanding krn efek efisiensi apbn,baca replynya lambat tangan banding krn efek efisiensi apbn,"['baca', 'replynya', 'lambat', 'tangan', 'banding', 'krn', 'efek', 'efisiensi', 'apbn']"
2389,Sun Mar 09 10:29:17 +0000 2025,0,ARSIPAJA,in,,0,0,0,@ARSIPAJA Katanya EFISIENSI Masih banyakkk yg lebih Urgent bozz qu drpd kereta cepat Jakarta - Surabaya ,efisiensi banyakkk yg urgent bozz qu drpd kereta cepat jakarta surabaya,efisiensi banyakkk yg urgent bozz qu drpd kereta cepat jakarta surabaya,"['efisiensi', 'banyakkk', 'yg', 'urgent', 'bozz', 'qu', 'drpd', 'kereta', 'cepat', 'jakarta', 'surabaya']"
2390,Sun Mar 09 10:28:38 +0000 2025,23,,in,between dream and reality,0,3,6,Sebenernya dari efisiensi saga ini kekhawatiran gue satu ternyata uang hasil efisiensi sampai TW3 ga bisa dipakai hence itu jadi duit nganggur yang ga keserap. Akhirnya di TW4 duit itu minta diserap cepat udah deh itu phi en ice pada tinggal di hotel 3 bulan penuh.,sebenernya efisiensi saga kekhawatiran gue uang hasil efisiensi tw ga dipakai hence duit nganggur ga keserap tw duit diserap cepat udah deh phi en ice tinggal hotel penuh,sebenernya efisiensi saga khawatir gue uang hasil efisiensi tw ga pakai hence duit nganggur ga serap tw duit serap cepat udah deh phi en ice tinggal hotel penuh,"['sebenernya', 'efisiensi', 'saga', 'khawatir', 'gue', 'uang', 'hasil', 'efisiensi', 'tw', 'ga', 'pakai', 'hence', 'duit', 'nganggur', 'ga', 'serap', 'tw', 'duit', 'serap', 'cepat', 'udah', 'deh', 'phi', 'en', 'ice', 'tinggal', 'hotel', 'penuh']"
2391,Sun Mar 09 10:28:25 +0000 2025,0,MariaAlkaff_,in,Bekasi - Indonesia,0,0,0,@MariaAlkaff_ Minyak kita minyak rasa efisiensi yg hasilnya buat korupsi.. Iya nggak sii..,minyak minyak efisiensi yg hasilnya korupsi iya nggak sii,minyak minyak efisiensi yg hasil korupsi iya nggak sii,"['minyak', 'minyak', 'efisiensi', 'yg', 'hasil', 'korupsi', 'iya', 'nggak', 'sii']"
2392,Sun Mar 09 10:25:08 +0000 2025,9,BudiBukanIntel,in,"Jakarta Timur, DKI Jakarta",0,0,2,@BudiBukanIntel @mrEko_84 Efisiensi kata gue sih Om lumayan gak gaji CPNS/CPPPK selama 6 bulan bisa menghemat sampe puluhan triliun ,efisiensi gue sih om lumayan gak gaji cpnscpppk menghemat sampe puluhan triliun,efisiensi gue sih om lumayan gak gaji cpnscpppk hemat sampe puluh triliun,"['efisiensi', 'gue', 'sih', 'om', 'lumayan', 'gak', 'gaji', 'cpnscpppk', 'hemat', 'sampe', 'puluh', 'triliun']"
2393,Sun Mar 09 10:25:04 +0000 2025,0,,in,,1,2,0,Degdegan ak membelinya https://t.co/cRAPxImjVu,degdegan ak membelinya,degdegan ak bel,"['degdegan', 'ak', 'bel']"
2394,Sun Mar 09 10:24:25 +0000 2025,0,GunRomli,in,,0,0,0,@GunRomli apa jg lagi angkat2 pns. harusnya malah di efisiensi. OVER. gilak aku tanya ke pns2 yg nge mall mulu knp ga kerja jawabannya karena ga ada kerjaan. kalo ada mau sidak mreka pura2 ngeprint foto copy dll. hidup makan gaji buta. oh ya ada yg beneran kerjalah ga mungkin ga,jg angkat pns efisiensi over gilak pns yg nge mall mulu knp ga kerja jawabannya ga kerjaan kalo sidak mreka pura ngeprint foto copy dll hidup makan gaji buta oh ya yg beneran kerjalah ga ga,jg angkat pns efisiensi over gilak pns yg nge mall mulu knp ga kerja jawab ga kerja kalo sidak mreka pura ngeprint foto copy dll hidup makan gaji buta oh ya yg beneran kerja ga ga,"['jg', 'angkat', 'pns', 'efisiensi', 'over', 'gilak', 'pns', 'yg', 'nge', 'mall', 'mulu', 'knp', 'ga', 'kerja', 'jawab', 'ga', 'kerja', 'kalo', 'sidak', 'mreka', 'pura', 'ngeprint', 'foto', 'copy', 'dll', 'hidup', 'makan', 'gaji', 'buta', 'oh', 'ya', 'yg', 'beneran', 'kerja', 'ga', 'ga']"
2395,Sun Mar 09 10:18:24 +0000 2025,1,,in,"Lenteng, Indonesia",0,0,0,Wkwk Pantesan bingung tongkatnya ikut efisiensi kah ? Ternyata...,wkwk pantesan bingung tongkatnya efisiensi kah,wkwk pantesan bingung tongkat efisiensi kah,"['wkwk', 'pantesan', 'bingung', 'tongkat', 'efisiensi', 'kah']"
2396,Sun Mar 09 10:12:52 +0000 2025,0,democrazymedia,in,Hatimu,0,0,0,@democrazymedia sssttt.. jgn keras² lagi efisiensi,sssttt jgn keras efisiensi,sssttt jgn keras efisiensi,"['sssttt', 'jgn', 'keras', 'efisiensi']"
2397,Sun Mar 09 10:06:20 +0000 2025,6,abidurrah_men,in,,0,0,0,@abidurrah_men @qgiv6XkTgcMOXjz Ini kalo jadi senior yang ospek pasti bilangnya kita dulu lebih parah dari kalian kalian mah ga ada apa apanya cukup sampai disitu jangan samakan pandemi covid dunia sama pandemi efisiensi lokal,kalo senior ospek bilangnya parah mah ga apanya disitu samakan pandemi covid dunia pandemi efisiensi lokal,kalo senior ospek bilang parah mah ga apa situ sama pandemi covid dunia pandemi efisiensi lokal,"['kalo', 'senior', 'ospek', 'bilang', 'parah', 'mah', 'ga', 'apa', 'situ', 'sama', 'pandemi', 'covid', 'dunia', 'pandemi', 'efisiensi', 'lokal']"
2398,Sun Mar 09 10:04:52 +0000 2025,0,,in,singlestone,0,0,0,ga ada efisiensi kl sm si ieu,ga efisiensi kl sm si ieu,ga efisiensi kl sm si ieu,"['ga', 'efisiensi', 'kl', 'sm', 'si', 'ieu']"
2399,Sun Mar 09 09:59:10 +0000 2025,4,,in,in the heart that loves him 🍒,0,2,0,Epek dr efisiensi anggaran yg akan terus berlanjut sampai 3 thn ke depan ..akan ada nya gejolak besar dr berbagai penjuru...blm lg skandal korupsi dan kbijakan yg semakin membuat rakyat muak...,epek dr efisiensi anggaran yg berlanjut thn nya gejolak dr penjurublm lg skandal korupsi kbijakan yg rakyat muak,epek dr efisiensi anggar yg lanjut thn nya gejolak dr penjurublm lg skandal korupsi kbijakan yg rakyat muak,"['epek', 'dr', 'efisiensi', 'anggar', 'yg', 'lanjut', 'thn', 'nya', 'gejolak', 'dr', 'penjurublm', 'lg', 'skandal', 'korupsi', 'kbijakan', 'yg', 'rakyat', 'muak']"
2400,Sun Mar 09 09:59:08 +0000 2025,0,jackjackgurlz,in,Kediri,0,1,0,@jackjackgurlz @sambelpeteh @BudiBukanIntel Yakin bukan karena efisiensi? ,efisiensi,efisiensi,['efisiensi']
2401,Sun Mar 09 09:58:07 +0000 2025,0,,in,"ÜT: -6.349034,107.1245085",0,0,0,Karena Efisiensi Pembangunan Jalan Jorong Tanjung Harapan Gagal Dilaksanakan Ketua DPRD Solsel Janji Beri Solusi Pembangunan jalan di Jorong Tanjung Harapan Nagari Lubuk Gadang Timur belum bisa dilaksanakan tahun ini akibat penghematan anggaran ... https://t.co/iyXapzrv8c,efisiensi pembangunan jalan jorong tanjung harapan gagal dilaksanakan ketua dprd solsel janji solusi pembangunan jalan jorong tanjung harapan nagari lubuk gadang timur dilaksanakan akibat penghematan anggaran,efisiensi bangun jalan jorong tanjung harap gagal laksana ketua dprd solsel janji solusi bangun jalan jorong tanjung harap nagari lubuk gadang timur laksana akibat hemat anggar,"['efisiensi', 'bangun', 'jalan', 'jorong', 'tanjung', 'harap', 'gagal', 'laksana', 'ketua', 'dprd', 'solsel', 'janji', 'solusi', 'bangun', 'jalan', 'jorong', 'tanjung', 'harap', 'nagari', 'lubuk', 'gadang', 'timur', 'laksana', 'akibat', 'hemat', 'anggar']"
2402,Sun Mar 09 09:55:17 +0000 2025,0,,in,,0,0,0,#AInews Tim DOGE milik Elon Musk sedang mengotomatiskan berbagai tugas seiring dengan berlangsungnya pengurangan karyawan di lingkungan federal. Langkah ini diambil sebagai bagian dari upaya efisiensi dan inovasi dalam organisasi yang dikelola Musk. #AsistenAI,tim doge milik elon musk mengotomatiskan tugas seiring berlangsungnya pengurangan karyawan lingkungan federal langkah diambil upaya efisiensi inovasi organisasi dikelola musk,tim doge milik elon musk otomatis tugas iring langsung kurang karyawan lingkung federal langkah ambil upaya efisiensi inovasi organisasi kelola musk,"['tim', 'doge', 'milik', 'elon', 'musk', 'otomatis', 'tugas', 'iring', 'langsung', 'kurang', 'karyawan', 'lingkung', 'federal', 'langkah', 'ambil', 'upaya', 'efisiensi', 'inovasi', 'organisasi', 'kelola', 'musk']"
2403,Sun Mar 09 09:52:56 +0000 2025,0,msaid_didu,in,"Bogor, Jakarta",0,0,0,@msaid_didu @RajaJuliAntoni Efisiensi seenak perutnya sendiri,efisiensi seenak perutnya,efisiensi enak perut,"['efisiensi', 'enak', 'perut']"
2404,Sun Mar 09 09:51:09 +0000 2025,0,,in,Dekat IKN,0,0,0,Kemaren mati lampu. Hari ini juga. Efisiensi kah ini????? ,kemaren mati lampu efisiensi kah,kemaren mati lampu efisiensi kah,"['kemaren', 'mati', 'lampu', 'efisiensi', 'kah']"
2405,Sun Mar 09 09:50:44 +0000 2025,0,ARSIPAJA,in,,0,0,0,@ARSIPAJA takut dibilang omdo makanya ngepush terus sampe efisiensi wkwkwkw ga ngotak,takut dibilang omdo ngepush sampe efisiensi wkwkwkw ga ngotak,takut bilang omdo ngepush sampe efisiensi wkwkwkw ga ngotak,"['takut', 'bilang', 'omdo', 'ngepush', 'sampe', 'efisiensi', 'wkwkwkw', 'ga', 'ngotak']"
2406,Sun Mar 09 09:43:53 +0000 2025,21,,in,,1,4,18,Kumpulkan Delapan Pengusaha Efisiensi Sembilan Naga atau Angka Keberuntungan? https://t.co/mEuZMIYrxD,kumpulkan delapan pengusaha efisiensi sembilan naga angka keberuntungan,kumpul delapan usaha efisiensi sembilan naga angka untung,"['kumpul', 'delapan', 'usaha', 'efisiensi', 'sembilan', 'naga', 'angka', 'untung']"
2407,Sun Mar 09 09:42:44 +0000 2025,0,,in,not found,0,0,0,kaga kena efisiensi ini,kaga kena efisiensi,kaga kena efisiensi,"['kaga', 'kena', 'efisiensi']"
2408,Sun Mar 09 09:42:13 +0000 2025,0,loaharang,in,,0,1,0,@loaharang @selendephity @mengarungimars @ZHANXlAO @keshiramair @intinyadeh Kwkwkw polosnya bocah satu ini. Berfikir bahwa efek efisiensi cm kena ke pejabat. Dek coba cari tahu tentang efek efisiensi di pendidikan. Dana riset dikurangi subscription jurnal artikel diberhentikan kuota beasiswa dikurangi bahkan beberapa beasiswa ditiadakan tahun ini,kwkwkw polosnya bocah berfikir efek efisiensi cm kena pejabat dek coba cari efek efisiensi pendidikan dana riset dikurangi subscription jurnal artikel diberhentikan kuota beasiswa dikurangi beasiswa ditiadakan,kwkwkw polos bocah berfikir efek efisiensi cm kena jabat dek coba cari efek efisiensi didik dana riset rang subscription jurnal artikel henti kuota beasiswa rang beasiswa tiada,"['kwkwkw', 'polos', 'bocah', 'berfikir', 'efek', 'efisiensi', 'cm', 'kena', 'jabat', 'dek', 'coba', 'cari', 'efek', 'efisiensi', 'didik', 'dana', 'riset', 'rang', 'subscription', 'jurnal', 'artikel', 'henti', 'kuota', 'beasiswa', 'rang', 'beasiswa', 'tiada']"
2409,Sun Mar 09 09:41:46 +0000 2025,1,onixiesz,in,di hatimu yank👩‍❤️‍👨💍,0,0,0,@onixiesz Kan demi efisiensi? Kasihan udah ada yang sampai bayar kos segala ada yang resign juga,efisiensi kasihan udah bayar kos resign,efisiensi kasihan udah bayar kos resign,"['efisiensi', 'kasihan', 'udah', 'bayar', 'kos', 'resign']"
2410,Sun Mar 09 09:41:32 +0000 2025,0,ARSIPAJA,in,,0,0,0,@ARSIPAJA berarti karena efisiensi anggaran,efisiensi anggaran,efisiensi anggar,"['efisiensi', 'anggar']"
2411,Sun Mar 09 09:40:08 +0000 2025,0,,in,,0,0,0,Kampus kampus aja udah kena efisiensi gimana bisa dapet subsidi pemerintah terkait hal ini ,kampus kampus aja udah kena efisiensi gimana dapet subsidi pemerintah terkait,kampus kampus aja udah kena efisiensi gimana dapet subsidi perintah kait,"['kampus', 'kampus', 'aja', 'udah', 'kena', 'efisiensi', 'gimana', 'dapet', 'subsidi', 'perintah', 'kait']"
2412,Sun Mar 09 09:10:09 +0000 2025,0,Gunwookx,in,“  ᜊ ⠀𝒮cripted ⠀ |  .. ★ 2OOO,0,1,0,@Gunwookx @annao @choijiwoj agen sembako sih soalnya abiß kena efisiensi,agen sembako sih abi kena efisiensi,agen sembako sih abi kena efisiensi,"['agen', 'sembako', 'sih', 'abi', 'kena', 'efisiensi']"
2413,Sun Mar 09 09:06:16 +0000 2025,0,ARSIPAJA,in,"Jakarta, Bali, Perth",0,0,0,@ARSIPAJA Memang efisiensi anggaran nggak akan ada efeknya kok dikali 10 anggarannya juga gak ada efeknya di hidup kita #indonesiagelap,efisiensi anggaran nggak efeknya dikali anggarannya gak efeknya hidup,efisiensi anggar nggak efek kali anggar gak efek hidup,"['efisiensi', 'anggar', 'nggak', 'efek', 'kali', 'anggar', 'gak', 'efek', 'hidup']"
2414,Sun Mar 09 09:05:04 +0000 2025,5,ASN_TELADAN,in,Bandung ,0,0,0,@ASN_TELADAN Efisiensi hanya demi bisnis Luhut dan ponakan di Danantara,efisiensi bisnis luhut ponakan danantara,efisiensi bisnis luhut ponakan danantara,"['efisiensi', 'bisnis', 'luhut', 'ponakan', 'danantara']"
2415,Sun Mar 09 09:04:04 +0000 2025,0,,in,,0,0,0,Wkwk mending gausah adain MBG pak pak. Buang buang anggaran aja. Jebol tuh APBN. Mending dialokasiin ke pos yg lain yg lebih urgen biar gaada efisiensi efisiensi-an,wkwk mending gausah adain mbg buang buang anggaran aja jebol tuh apbn mending dialokasiin pos yg yg urgen biar gaada efisiensi efisiensian,wkwk mending gausah adain mbg buang buang anggar aja jebol tuh apbn mending dialokasiin pos yg yg urgen biar gaada efisiensi efisiensi,"['wkwk', 'mending', 'gausah', 'adain', 'mbg', 'buang', 'buang', 'anggar', 'aja', 'jebol', 'tuh', 'apbn', 'mending', 'dialokasiin', 'pos', 'yg', 'yg', 'urgen', 'biar', 'gaada', 'efisiensi', 'efisiensi']"
2416,Sun Mar 09 09:03:44 +0000 2025,0,hoflyland,in,18,0,0,0,@hoflyland helikopter aja kena efisiensi,helikopter aja kena efisiensi,helikopter aja kena efisiensi,"['helikopter', 'aja', 'kena', 'efisiensi']"
2417,Sun Mar 09 09:03:24 +0000 2025,5,,in,,0,0,0,Dr thread ini kita belajar yg responnya positif sebagian besar karena dibantu sama masyarakat/ormas sendiri bukan pemerintah. Dan tahu alasan aparat kl ditanyain??? karena kena efisiensi ,dr thread belajar yg responnya positif dibantu masyarakatormas pemerintah alasan aparat kl ditanyain kena efisiensi,dr thread ajar yg responnya positif bantu masyarakatormas perintah alas aparat kl ditanyain kena efisiensi,"['dr', 'thread', 'ajar', 'yg', 'responnya', 'positif', 'bantu', 'masyarakatormas', 'perintah', 'alas', 'aparat', 'kl', 'ditanyain', 'kena', 'efisiensi']"
2418,Sun Mar 09 09:01:01 +0000 2025,0,,in,Indonesia,0,0,0,OJK Ikut Efisiensi Anggaran Perjalanan Dinas hingga Rapat https://t.co/GInAQs8h9l,ojk efisiensi anggaran perjalanan dinas rapat,ojk efisiensi anggar jalan dinas rapat,"['ojk', 'efisiensi', 'anggar', 'jalan', 'dinas', 'rapat']"
2419,Sun Mar 09 09:00:15 +0000 2025,0,,in,Jakarta,0,0,0, Fakta Menarik! Bisnis dengan sistem CRM yang terstruktur bisa meningkatkan efisiensi penjualan hingga 40%! Pelajari caranya di podcast terbaru kami. #CRM #DigitalMarketing #ToffeeDevPodcast,fakta menarik bisnis sistem crm terstruktur meningkatkan efisiensi penjualan pelajari podcast terbaru,fakta tarik bisnis sistem crm struktur tingkat efisiensi jual ajar podcast baru,"['fakta', 'tarik', 'bisnis', 'sistem', 'crm', 'struktur', 'tingkat', 'efisiensi', 'jual', 'ajar', 'podcast', 'baru']"
2420,Sun Mar 09 08:57:40 +0000 2025,0,,in,Indonesia,0,0,0,Target Laba Bersih &amp; 3.300 Pekerja Abipraya Terancam Imbas Efisiensi Anggaran https://t.co/mxYpM68Zp8,target laba bersih amp pekerja abipraya terancam imbas efisiensi anggaran,target laba bersih amp kerja abipraya ancam imbas efisiensi anggar,"['target', 'laba', 'bersih', 'amp', 'kerja', 'abipraya', 'ancam', 'imbas', 'efisiensi', 'anggar']"
2421,Sun Mar 09 08:56:40 +0000 2025,0,,in,"Denpasar Selatan, Indonesia",0,0,0,Iya elo semena-mena! Tapi gue juga ngerti banget rasanya nganggur nunggu hal kek gitu tuh ya ga enak. Wowo udah liat belum sih dampaknya efisiensi buat danantara ini seluas apa? Masih ga habis thinking ,iya elo semenamena gue ngerti banget nganggur nunggu kek gitu tuh ya ga enak wowo udah liat sih dampaknya efisiensi danantara seluas ga habis thinking,iya elo semenamena gue ngerti banget nganggur nunggu kek gitu tuh ya ga enak wowo udah liat sih dampak efisiensi danantara luas ga habis thinking,"['iya', 'elo', 'semenamena', 'gue', 'ngerti', 'banget', 'nganggur', 'nunggu', 'kek', 'gitu', 'tuh', 'ya', 'ga', 'enak', 'wowo', 'udah', 'liat', 'sih', 'dampak', 'efisiensi', 'danantara', 'luas', 'ga', 'habis', 'thinking']"
2422,Sun Mar 09 08:55:18 +0000 2025,2,kangdede78,in,indonesia,0,0,1,@kangdede78 Yg kritik sepertinya lebih mempertanyakan semangat efisiensi yg diinstruksikan Presiden beberapa waktu lalu dan juga mempertanyakan kompetensi orang yg dipilih apakah sudah sesuai dg bidangnya? Jangan sedikit-sedikit kubu ini kubu itu. Basi.,yg kritik semangat efisiensi yg diinstruksikan presiden kompetensi orang yg dipilih sesuai dg bidangnya sedikitsedikit kubu kubu basi,yg kritik semangat efisiensi yg instruksi presiden kompetensi orang yg pilih sesuai dg bidang sedikitsedikit kubu kubu basi,"['yg', 'kritik', 'semangat', 'efisiensi', 'yg', 'instruksi', 'presiden', 'kompetensi', 'orang', 'yg', 'pilih', 'sesuai', 'dg', 'bidang', 'sedikitsedikit', 'kubu', 'kubu', 'basi']"
2423,Sun Mar 09 08:53:40 +0000 2025,0,Marimar_Aauw,in,In between 🇪🇺 ,0,1,0,@Marimar_Aauw Mana bisaaaa.. Tarif buzzer juga kena efisiensi Jadi 400 rupiah tuh kemarin ada yang ramein.,bisaaaa tarif buzzer kena efisiensi rupiah tuh kemarin ramein,bisaaaa tarif buzzer kena efisiensi rupiah tuh kemarin ramein,"['bisaaaa', 'tarif', 'buzzer', 'kena', 'efisiensi', 'rupiah', 'tuh', 'kemarin', 'ramein']"
2424,Sun Mar 09 08:52:50 +0000 2025,0,PorosHalangID,in,,0,0,0,@PorosHalangID ntar kena efisiensi pengurangan karyawan juga minpor,ntar kena efisiensi pengurangan karyawan minpor,ntar kena efisiensi kurang karyawan minpor,"['ntar', 'kena', 'efisiensi', 'kurang', 'karyawan', 'minpor']"
2425,Sun Mar 09 08:52:34 +0000 2025,0,Mwwfyya,in,,0,0,0,@Mwwfyya WKWKWKWK EFISIENSI gaskan beli matcha!!!,wkwkwkwk efisiensi gaskan beli matcha,wkwkwkwk efisiensi gas beli matcha,"['wkwkwkwk', 'efisiensi', 'gas', 'beli', 'matcha']"
2426,Sun Mar 09 08:52:25 +0000 2025,0,ch_bennie,in,,0,1,0,trus dia tau caranya nyenengin orang gimana. dari permasalahan banjir hutang trus pas jemput princess jing dia banyak bantu dan ngasih pendapat. bahkan pas istana efisiensi li wei milih untuk bercocok tanam biar ga kelaperan.,trus tau nyenengin orang gimana permasalahan banjir hutang trus pas jemput princess jing bantu ngasih pendapat pas istana efisiensi li wei milih bercocok tanam biar ga kelaperan,trus tau nyenengin orang gimana masalah banjir hutang trus pas jemput princess jing bantu ngasih dapat pas istana efisiensi li wei milih cocok tanam biar ga kelaperan,"['trus', 'tau', 'nyenengin', 'orang', 'gimana', 'masalah', 'banjir', 'hutang', 'trus', 'pas', 'jemput', 'princess', 'jing', 'bantu', 'ngasih', 'dapat', 'pas', 'istana', 'efisiensi', 'li', 'wei', 'milih', 'cocok', 'tanam', 'biar', 'ga', 'kelaperan']"
2427,Sun Mar 09 08:50:29 +0000 2025,0,zahraawww_,in,,0,1,0,@zahraawww_ Jadi bm juga udah 2 bulan ga nyeruput matcha (efisiensi),bm udah ga nyeruput matcha efisiensi,bm udah ga nyeruput matcha efisiensi,"['bm', 'udah', 'ga', 'nyeruput', 'matcha', 'efisiensi']"
2428,Sun Mar 09 08:49:49 +0000 2025,1,Ary_PrasKe2,in,"DKI Jakart, Indonesia",0,0,0,@Ary_PrasKe2 @2TRafiS1 @AntoniusCDN @Cintada16 @GM_Warrios @GunRomli @HumorJonTampan @King_PWS_ @newIding30 @Roebanie emangnya ada EO nya ! kirain di kerjain sendiri aja biar efisiensi gitu ,emangnya eo nya kirain kerjain aja biar efisiensi gitu,emang eo nya kirain kerjain aja biar efisiensi gitu,"['emang', 'eo', 'nya', 'kirain', 'kerjain', 'aja', 'biar', 'efisiensi', 'gitu']"
2429,Sun Mar 09 08:47:16 +0000 2025,0,,in,,0,0,0,ini yg dinamakan efisiensi,yg dinamakan efisiensi,yg nama efisiensi,"['yg', 'nama', 'efisiensi']"
